#doi: 10.3389/fmicb.2016.00275
#
BSU Number	Gene_Name	Regulator name	DBTBS	Goelzer et al. 2008 &  SubtiWiki before Marsh 2013	SubtiWiki Marsh 2013	Sporulation database	RegPrecise
BSU03770	rapC	sigA	yes	yes	no	no	no
BSU36380	rapD	sigA	yes	yes	no	no	no
BSU40300	rapG	sigA	yes	yes	no	no	no
BSU06830	rapH	sigA	yes	yes	no	no	no
BSU35910	rbsR	sigA	yes	yes	no	no	no
BSU16940	recA	sigA	yes	yes	no	no	no
BSU27600	relA	sigB	yes	yes	no	no	no
BSU23150	resA	sigA	yes	yes	no	no	no
BSU23120	resD	sigA	yes	yes	no	no	no
BSU15930	rnc	sigA	yes	yes	no	no	no
BSU40350	rocR	sigA	yes	yes	no	no	no
BSU40350	rocR	RocR	yes	yes	no	no	yes
BSU14240	rok	ComK	yes	yes	no	no	no
BSU41060	rpmH	sigA	yes	yes	no	no	no
BSU41060	rpmH	sigA	yes	yes	no	no	no
BSU01070	rpoB	sigA	yes	yes	no	no	no
BSU37160	rpoE	sigA	yes	yes	no	no	no
BSU29660	rpsD	sigA	yes	yes	no	no	no
BSU04670	rsbRA	sigA	yes	yes	no	no	no
BSU02530	rtpA	T-box-TRP	yes	yes	no	no	yes
BSU02530	rtpA	sigA	yes	yes	no	no	no
BSU34450	sacB	sigA	yes	yes	no	no	no
BSU34450	sacB	SacT	yes	yes	no	no	no
BSU38050	sacP	sigA	yes	yes	no	no	no
BSU38050	sacP	SacY	yes	yes	no	no	no
BSU38410	sacX	sigA	yes	yes	no	no	no
BSU38410	sacX	SacT	yes	yes	no	no	no
BSU38410	sacX	DegU	yes	yes	no	no	no
BSU37350	sboA	sigA	yes	yes	no	no	no
BSU25690	sda	sigA	yes	yes	no	no	no
BSU25690	sda	DnaA	yes	yes	no	no	no
BSU28450	sdhC	sigA	yes	yes	no	no	no
BSU33790	sdpR	sigA	yes	yes	no	no	no
BSU35300	secA	sigA	yes	yes	no	no	no
BSU08810	senS	SenS	yes	yes	no	no	no
BSU08810	senS	AbrB	yes	yes	no	no	no
BSU00130	serS	T-box-SER	yes	yes	no	no	yes
BSU16470	sigD	sigA	yes	yes	no	no	no
BSU15330	sigG	SpoVT	yes	yes	no	yes	no
BSU15330	sigG	RsfA	yes	yes	no	no	no
BSU00980	sigH	sigA	yes	yes	no	no	no
BSU09520	sigM	sigA	yes	yes	no	no	no
BSU23100	sigX	sigA	yes	yes	no	no	no
BSU24600	sinI	sigA	yes	yes	no	no	no
BSU24610	sinR	sigA	yes	yes	no	no	no
BSU23310	sipS	sigA	yes	yes	no	no	no
BSU23310	sipS	DegU	yes	yes	no	no	no
BSU29010	speD	sigA	yes	yes	no	no	no
BSU37500	speE	sigA	yes	yes	no	no	no
BSU13920	splA	SplA	yes	yes	no	no	no
BSU24220	spo0A	sigA	yes	yes	no	no	no
BSU27930	spo0B	sigA	yes	yes	no	no	no
BSU13640	spo0E	sigA	yes	yes	no	no	no
BSU37130	spo0F	sigA	yes	yes	no	no	no
BSU00640	spoIIE	sigA	yes	yes	no	no	no
BSU15310	spoIIGA	sigA	yes	yes	no	no	no
BSU36970	spoIIR	RsfA	yes	yes	no	yes	no
BSU24230	spoIVB	SpoVT	yes	yes	no	yes	no
BSU27670	spoVB	SpoIIID	yes	yes	no	yes	no
BSU17420	spoVK	SpoIIID	yes	yes	no	yes	no
BSU15810	spoVM	SpoIIID	yes	yes	no	yes	no
BSU00560	spoVT	SpoVT	yes	yes	no	yes	no
BSU03480	srfAA	sigA	yes	yes	no	no	no
BSU13470	sspD	SpoVT	yes	yes	no	yes	no
